,Ticker1,Ticker2,ro,diff,lAB,lBA
245,ADA,MAPS,0.9089788102494617,0.20990347280389032,0.6074504900023094,1.360180773711098
269,LINK,REEF,0.8867770833177422,0.18937945376797805,0.6994812544248634,1.1242239738706137
43,ALGO,ATOM,0.9433249178394492,0.18740547976494626,0.6994730553010925,1.2721889626381062
39,ETC,ICP,0.9396318228050674,0.18721725930138966,0.6360880288567261,1.3880279495510548
202,BAND,LINK,0.8943110948766374,0.17915893203883726,0.9646387887019795,0.8291106928176221
20,AVAX,NEAR,0.9572270444098318,0.17721336831298096,1.2336596214969207,0.7427361636735462
237,BAND,MAPS,0.9031213909511312,0.1699536500837453,0.4933167524731341,1.6533560693094944
149,MAPS,SRM,0.9241601879795923,0.16994588086768792,0.9118723678677453,0.9366135910484645
207,LINK,ONT,0.8844068155428791,0.16677530856131906,0.9435517153919286,0.8289693109760278
68,FIL,ICP,0.9302048444500374,0.16266728008009967,0.8439460188164527,1.0252800929753607
0,AR,SECO,0.9773420106751605,0.15847913892958326,1.2073838968010344,0.7911298207317179
217,LINK,QTUM,0.8986177869803545,0.1584341939588375,0.5813436306238835,1.3890475177492978
115,ENJ,HUM,0.9250176767400471,0.15514628562782962,0.545596798561698,1.5682967798514194
212,DASH,SKL,0.9097024398257147,0.15505204887448798,0.7882343458529155,1.0498889491162575
23,LINK,VET,0.9443108292928905,0.15429178772740482,0.819209960522541,1.0885157472341187
167,EOS,ICP,0.9090822129368521,0.1510734283930657,0.5296907908296973,1.5602130227404174
244,BAL,ETC,0.8925867867686252,0.15024739331012987,0.8618969179221327,0.9243694406457054
247,ETH,STX,0.8971578960929356,0.14800490439660985,0.6820222880322209,1.1801554064225495
97,REN,UNISWAP,0.9276462231705861,0.14337222373531944,1.2994821031404866,0.6622080544880128
77,KNC,PRIV,0.9260342399358027,0.13913014706917526,0.9119388975795496,0.9403474463141601
76,HOLY,REN,0.9320539479762916,0.13572347104484495,1.1308904585942838,0.768177461695124
252,CAKE,KAVA,0.9076294804937566,0.12636878882924363,0.8768414052441637,0.9394986013827381
79,LINK,ZRX,0.9241950257917542,0.12537450558642083,0.951945683682242,0.897253341592261
176,BCH,KNC,0.9084969350216392,0.12504838269561658,0.9100868629833527,0.9069097846749273
266,LINK,LTC,0.8854955232848881,0.12447915554290034,1.0049045011047033,0.7802754599025132
90,ICP,NEO,0.9283949300343788,0.12371309296473629,1.1085469164484425,0.7775197723475207
125,DASH,DODO,0.9260966738328764,0.12246131012735573,0.6947593842154106,1.2344634254244204
169,FLM,KNC,0.9159454373487176,0.12212157161844717,1.387498555384101,0.6046536343727474
14,EGLD,SOL,0.9611483366738613,0.12189342394560732,0.6589213651624248,1.401997527980006
105,HBAR,REN,0.924406371716914,0.11757413238709014,0.6769950546733235,1.2622354242796825
146,LINK,XLM,0.9113193429712886,0.11743076566056887,1.217555997718479,0.6821065695786162
128,BCH,DASH,0.9243219876443424,0.11685864205239382,0.6882458595732953,1.241374902527548
251,EXCH,QTUM,0.8993914732336066,0.1118418302781663,0.6221039723714713,1.3002730380289278
143,DOT,REN,0.9183200857264635,0.10917896275017558,0.8710238796232808,0.9681844546137964
8,CRO,SAND,0.9698342336713246,0.10847443749625985,0.5908741729177123,1.5918421957018503
74,KNC,ONT,0.9341297862113668,0.10823860078402509,0.7419164979531572,1.1761410615543255
231,KAVA,PUNDIX,0.9168126446744274,0.10591530777339697,0.9887110792405335,0.8501426180847217
259,KNC,ZIL,0.9023406420784212,0.1050375875073426,0.7051924455964672,1.154604873365899
158,MTL,SRM,0.9178848481016788,0.1046652735224467,0.6732790375874794,1.2513572342807033
163,LINK,XRP,0.9074777581022981,0.10417848188192536,0.8129805162628481,1.0129589393309872
141,ALPHA,FTT,0.9183552983265603,0.10240487308788815,0.9410043386092452,0.8962513979594733
27,REN,XTZ,0.9508635016381771,0.1017470963313547,1.12849758392528,0.801190371717695
227,DENT,VET,0.909660682667927,0.10169775934422087,1.5331947464124052,0.5397113181662958
201,MTL,UNISWAP,0.9130946207963561,0.10055541312421745,0.9590067541902538,0.8693805157099432
103,DENT,HOT,0.9270267003426639,0.09961804294272392,1.2773097715057244,0.6728035143230371
52,LINK,MID,0.9385889074223903,0.09931595653321956,1.2443386575288284,0.7079657389137626
108,ALPHA,MTL,0.9307754469971004,0.09541310883391091,0.9363084018304244,0.9252751882168373
78,ALPHA,ORBS,0.932062559793992,0.09497530772473728,1.0265036634049585,0.8463102922478402
214,ORBS,RAMP,0.9066049771558646,0.09408832072066098,0.8807624493626214,0.9332057528095017
30,FTT,UNISWAP,0.9485921669519737,0.09401337525551146,0.9780889456472822,0.9199849392093387
225,HNT,STORJ,0.9036493330899207,0.09340299402919583,1.2522902722994778,0.6520709577136903
18,DASH,FLM,0.9618989524457118,0.09079881880557172,0.8542851692883187,1.0830687784114967
257,RAMP,XRP,0.9019719965596539,0.09060649908242879,1.1152523985966218,0.7294792493623359
243,AAVE,SNX,0.9063452677199034,0.09037800132494622,0.7596577957023605,1.081357617818903
218,DEFI,STMX,0.9038214875738775,0.08946132690099873,0.8437551122901006,0.9681639488773752
80,ORBS,UNISWAP,0.9305788702160495,0.0881346630724158,0.8927248405929855,0.9700380165487057
270,MTL,PROM,0.9024111428400582,0.08547670689685449,1.3517684867644597,0.6024299861221698
183,MID,ONT,0.9071822012675281,0.08387047553814764,0.7300406962131529,1.1273063961578236
55,LUNA,NEAR,0.9451256468551924,0.08339240383558572,1.2309467749498133,0.7256710903522736
215,MID,TRU,0.9110843728638025,0.07976886458110322,0.26834906806177766,3.0932648302901264
99,FTT,RAMP,0.9284514261849169,0.07948458261674318,0.9694689613712767,0.8891693134409473
165,BAND,DASH,0.9161092290213811,0.07687519829280509,0.9866267681307783,0.8506318160089745
233,SKL,ZIL,0.9131465605430941,0.07517704938178704,1.1080536003745534,0.7525237414054898
106,MVDA10,QTUM,0.9277163995685135,0.07505460599727165,0.6720553198614484,1.2806352283704856
41,DASH,ONT,0.9515568882174105,0.07491395946725365,1.016764762400058,0.8905309713691055
223,DOT,KSM,0.9368149432333809,0.07485736890604677,1.3364172059270196,0.6566977991401951
155,ALPHA,PERP,0.9174167886025221,0.07449330400721665,0.7763934510852751,1.084055465477286
112,ICP,SRN,0.924418692164218,0.07393229602632134,1.149791040820786,0.7432219317108064
180,BADGER,ZRX,0.9158300206712808,0.07375298944899433,2.014153921477917,0.41642528796772227
33,ENJ,HNT,0.9495849289766581,0.07290816502643138,0.7797497331545729,1.1564114728088726
206,HNT,HUM,0.9097514189718335,0.07282941028220025,0.6534653198085897,1.2665517499286658
120,MTL,RAMP,0.9235075611932518,0.07271670554349818,0.9822520593238772,0.8682763324193684
132,FLM,SKL,0.924710870277483,0.07246169374071476,0.9021686838869305,0.9478163107205669
153,ETC,SRN,0.9209352864017895,0.07241076154206327,0.7754257004487527,1.0937499250400429
219,FTT,WAVES,0.9016240540788307,0.0720509263711287,0.9838298728167548,0.8262871024297096
242,BTC,QTUM,0.9068490923556873,0.07023571247601357,0.5817159815436793,1.413705833083742
191,MTL,WAVES,0.917062932445066,0.06995698527697192,1.0192975834505074,0.8250823270058102
157,BADGER,HOT,0.9177304333243828,0.06907499324396671,1.3896650912483948,0.6060662770863369
240,QTUM,TRU,0.9050370914269501,0.06741136389949909,0.5462746921610917,1.4994143946485634
101,DEFI,ZRX,0.9309067288020777,0.06700955372048867,1.126587053077782,0.7692147139109313
123,ONT,SKL,0.9285242686948301,0.0639168345207291,0.752945682720613,1.1450458344352836
137,FLM,PRIV,0.9215095994593582,0.06349665654549419,1.3746771917663703,0.6177304366304398
114,ONT,XLM,0.9248477314985809,0.06297115212691567,1.158170617157248,0.7385296378503607
160,BNB,STORJ,0.9151947681931172,0.06281023190905977,0.689485834723467,1.214791401862496
127,SHIT,STORJ,0.9243951043753498,0.06207765162621026,0.7014293981769406,1.2182356645074044
185,PROM,XRP,0.9145656106437535,0.061952100294848655,0.8029317821132705,1.0417201994056644
241,ALGO,XTZ,0.9024439838381731,0.06183323115245476,0.8942904674219504,0.910671838327283
156,DASH,XEM,0.9196967703861195,0.061821601593039954,1.023539420757495,0.8263894211643286
239,REEF,RUNE,0.9043110567551473,0.06055492418960906,0.7713565235586313,1.0601822404986134
162,1INCH,RUNE,0.9143688781227608,0.05963673141181386,0.6725795376348191,1.2430804068461347
36,DRGN,REEF,0.952464871950495,0.05927801832163304,0.9779006024060198,0.9276907387802305
140,STMX,XRP,0.9230332409379025,0.05887894249169645,1.0407311910515797,0.8186459397026974
10,MTL,STMX,0.9666541769515173,0.0584273073072934,1.1274878730821865,0.828763058234421
124,FTT,STMX,0.9253735535559233,0.05695223349733336,1.0596195826747963,0.8081355116702538
24,DEFI,QTUM,0.9550349844224113,0.0568809929572458,0.7259196661164582,1.2564638541207258
229,VET,XRP,0.9088683637874789,0.05686527647750428,0.938568895090918,0.8801076905640598
44,DRGN,HOT,0.9476422404736998,0.05645755184953494,0.8747683407875456,1.0265870105924608
111,FIL,NEO,0.9318620315318958,0.056181729122457474,1.009508115684179,0.8601880780544587
175,BAND,BCH,0.9126997808842099,0.05577464304110347,1.3201130629360047,0.631022382411246
84,NEO,ZIL,0.9338914700792851,0.054515971346390746,1.1383505634756925,0.7661552652321164
50,DEFI,TRX,0.9409936935251172,0.05355530013483545,1.1122540382662585,0.7961033188373761
209,CAKE,SUSHI,0.9055498738279455,0.05299911374592814,0.83836788854428,0.9781154373811599
34,DENT,QTUM,0.9507843695650602,0.05227089118541883,1.1950311164897818,0.7564580578157345
19,ORBS,STMX,0.9600035718117891,0.05208100269460114,1.0227559837658633,0.9011014088599787
187,QTUM,REEF,0.9155518452776954,0.05205193248687223,1.1163144830153604,0.7508951949876826
109,TRU,XRP,0.9277584455836002,0.0516963272165632,2.1285143368271267,0.40438333839684404
170,NEO,UNI,0.9199388430043736,0.05096617944527776,1.110984558342341,0.7617454882819791
232,AAVE,BAL,0.9082574561116831,0.050492244903344474,1.0761125418693025,0.7665848826085486
255,ALT,LTC,0.9036050993103943,0.05042192094450049,1.1085526292470766,0.7365479580832457
7,CRO,LRC,0.9701018401970253,0.050295029232572674,0.6709600087659451,1.4026135210123134
271,BCH,XMR,0.8994267280979508,0.04951129429643225,0.9953663451904952,0.8127343697381725
126,BADGER,DENT,0.9236246143056244,0.04900752461160929,1.0150486747308276,0.8404349952749165
104,BCH,FLM,0.9287490943582742,0.048160520928531625,0.6141790517674068,1.4044355270488398
151,ALT,ZRX,0.9200677930087621,0.04815751501657317,1.0244884363137436,0.8262901890605342
224,MTL,ZRX,0.9074747043051843,0.04789156412364359,1.3721435334363123,0.6001634077532929
61,ALGO,HBAR,0.9389065984595997,0.04775742767986135,1.0704723560296001,0.823510850761848
60,CRO,HUM,0.93981755723254,0.04733193998008331,0.9591307220558108,0.9208932844830122
226,ADA,CAKE,0.9101124104337999,0.046397712380086054,1.0692640800162685,0.7746492331557784
88,ONT,VET,0.932194760041636,0.0463350023363398,0.7580041867883994,1.1464146053479058
268,DASH,PROM,0.9084362061501979,0.04532740574094829,0.9284217787378942,0.8888808508633078
45,OMG,REN,0.9461006396452439,0.044699230311151306,1.0797735186377495,0.8289760814530927
116,BCH,DODO,0.9294840819594454,0.04455267665626739,0.5192068063575528,1.663962505955745
186,MID,STMX,0.9173762275748509,0.044124879195870825,0.5498051572850321,1.5306861563016771
182,ONT,PRIV,0.9159831737222976,0.04368623103314562,1.1357396946997977,0.7387477768522887
71,BCH,ZIL,0.9376043869894533,0.04311047906603349,0.7340374171437639,1.197625578710374
261,GRT,MID,0.9094872315049923,0.04304804857349431,1.190550110541655,0.69477715968989
16,BNT,ONT,0.9604319500321933,0.04263009910777005,0.6690765644098274,1.3786606491833848
273,DODO,PUNDIX,0.9043821792683255,0.04259345107326645,1.119918992320714,0.7303270431044706
200,SUSHI,UNI,0.9121231966337598,0.04208578850907263,1.150989296298467,0.722829246555954
95,LTC,QTUM,0.9328710449055044,0.04172828090862257,0.5317918772479636,1.6364454284759764
89,CHZ,HOT,0.9326047953666334,0.04124246394479214,0.7091923870328484,1.2263974067456467
246,DEFI,HBAR,0.9024888793558434,0.04070498048807547,0.7394882025780396,1.1014187576238064
11,ALT,QTUM,0.963660972127923,0.04052535013255998,0.673941085035655,1.377928263793865
40,DENT,DRGN,0.9492275737960377,0.0402726960203319,1.416855019080467,0.6359387338299998
265,ALPHA,ZRX,0.9064516392403129,0.04018601544798056,1.378748826501504,0.5959421748821008
83,BAT,STORJ,0.9323695376221172,0.03990721665488314,0.8714280571352944,0.9975728318220934
220,RSR,SC,0.9082042440231441,0.0395008385132134,1.0457324219307198,0.7887629106294423
230,BCH,ETC,0.9138649842758084,0.039491365543783186,0.7261414427187584,1.1501191921487466
47,ETC,NEO,0.948823856321482,0.03928906339984872,0.766949459130283,1.1738279486443166
188,HOT,SC,0.9133505094998934,0.039136580972081364,1.2515337716067665,0.6665494548602755
164,EOS,ZIL,0.9160566442052126,0.03911018857059978,0.7768554564960203,1.0802006581475485
118,BADGER,TRU,0.9262991131423846,0.03906399277097106,0.7722961046147006,1.111011750391309
107,DAWN,PUNDIX,0.929177572809812,0.038313049690776646,1.0615290522461984,0.813327680467942
5,DEFI,DRGN,0.9753392561158907,0.037793102823747815,0.8804058675708638,1.0805092282556035
166,CAKE,NEO,0.9270778279314695,0.03770395698095591,0.8968227148128395,0.9583536242405474
13,HOT,QTUM,0.9634299868607727,0.03769206676288128,0.8788477116437122,1.0561526499813463
192,FTT,TRX,0.9110757751280968,0.03753164165677214,1.3209009789138648,0.628403704195748
144,SC,STMX,0.9212370690327701,0.03741229980223382,0.7532236346875121,1.1267274396032163
62,UNISWAP,XTZ,0.9380057983909729,0.037320566447695214,0.7946945003767804,1.107161151106406
136,DEFI,MTL,0.9227921232656264,0.03724727886980794,0.738580358062369,1.1529487529225286
134,ONT,ZRX,0.9212350442967301,0.03703847101971461,0.8894103525891872,0.954198480341273
148,QTUM,VET,0.9234469219650118,0.036198996581565,1.2383177053092405,0.6886392837884033
56,BCH,ONT,0.9414682687922229,0.035081751264424366,0.7490517402417484,1.1833127853845733
86,RAMP,STMX,0.9334331897468235,0.03503784911250063,1.0236277751579734,0.851185890873726
197,DRGN,STMX,0.9113836565908516,0.034400006488252366,0.9425570874739697,0.8812412325357963
121,LTC,MID,0.9235587519708611,0.03419497927075388,1.0789163466603129,0.7905717352251052
122,BAT,HNT,0.9267461839165279,0.03418260142490981,0.625026532868612,1.37411524829521
85,ALPHA,STMX,0.9351720220528945,0.034168504292849455,1.0972520135395303,0.7970335894024699
119,QTUM,STMX,0.9261622332880551,0.03397675784310872,1.1375011748718653,0.7540884364060045
199,FLM,VET,0.9115815854707244,0.033372409463153674,0.891806925658212,0.9317947226704942
235,DODO,XEM,0.9091932119292598,0.0332420245444518,1.3487719475130597,0.6128777352927857
177,MTL,TRX,0.9171365307608983,0.03257428974222787,1.354431652080238,0.6210275836098861
178,XRP,ZRX,0.9146357869285331,0.03246292914428806,1.0516028416086745,0.7955081420763976
238,ORBS,QTUM,0.9081750123695621,0.031702709664325646,0.787777738503743,1.0469727853175879
58,BAT,ENJ,0.9388863001999156,0.030939230842895737,0.7711338328921721,1.1431316421391506
25,MID,ZRX,0.956860205169056,0.030643945376143122,0.74342032270882,1.2315797998365716
189,BAND,FLM,0.9162264436955239,0.030060318302374434,0.8763597993433611,0.9579066688772645
51,EOS,ETC,0.9494255026580122,0.029802396666107844,0.8171869753168707,1.1030630838773352
193,CAKE,UNI,0.9139589824014565,0.02957158249444944,1.0677416319523065,0.7823250461677395
147,ORBS,TRX,0.9188753274615521,0.029184148867170245,1.2394772717858578,0.6811999595612177
130,MTL,QTUM,0.9237431145478749,0.02913249748421487,0.8772581987599072,0.9726912132378311
87,REEF,VET,0.9344861862968926,0.028417632128786008,1.0277585402254479,0.8496785949238156
181,BTT,ONT,0.9119514624360253,0.027962974830381793,0.9861998333664292,0.8432930545124093
3,AR,SOL,0.977959270260493,0.027843838080659322,0.9145230155530177,1.0457958061450126
190,DODO,UNI,0.9149408969523612,0.027019038613868673,1.2704701907742526,0.658903176945721
73,DODO,FLM,0.9384681655740367,0.026881790949518536,1.1110093682867446,0.7927228364905996
15,BNT,MID,0.9603823083557065,0.026189536275393,0.8313809003299144,1.109400249436363
133,EOS,FIL,0.9285310946217203,0.02607184385741279,0.5963195056088013,1.4458188698677459
211,ALT,SC,0.9097702761716095,0.025991158105946432,0.9557433455656528,0.8660085986949839
263,ETC,PRIV,0.9098842482766615,0.02546295541539889,1.1296471006036286,0.7328743151906479
203,ALT,MTL,0.911206581092758,0.024978836450882724,0.6710251797608331,1.2373565977400247
96,LTC,REEF,0.932302726705214,0.024670758297892448,0.6480078317446217,1.3413238724011622
64,HOLY,XTZ,0.936670387407554,0.024412407286109772,1.3488041275634848,0.6504661401289513
250,ALT,ORBS,0.9030023709630888,0.023658763367642166,0.7280354340083476,1.1200186747443537
6,EOS,NEO,0.9726007337203759,0.023383693280644158,0.6766674850730583,1.39795720660537
72,HBAR,UNISWAP,0.9341142116287618,0.02198786230943206,0.9583198532507888,0.9105199661750876
249,HUM,LRC,0.9051147703329342,0.021365632576103355,0.6134061724585838,1.335546957721808
195,DENT,MTL,0.9120041550857663,0.021200268589884885,1.2070310897495757,0.6890887782072516
42,BCH,PRIV,0.9524269128077746,0.02119105323142123,0.939568993570067,0.9654607915420755
54,QTUM,XRP,0.9416245436232796,0.021133134395637798,1.3039578131658776,0.6799735177022612
138,ADA,WAVES,0.9262960259520988,0.021073490396619432,0.9255244305522631,0.9270682646190825
139,CHZ,LTC,0.9224131279434347,0.02021727732444223,1.1224443613312887,0.7580295361751695
92,ENJ,STORJ,0.9312400706077818,0.019884269732975163,1.059713763618566,0.8183418002842223
267,RAMP,WAVES,0.9068118233721693,0.01979778335219584,0.9476252116622337,0.867756231986636
216,TRX,XRP,0.9111204547349022,0.01913760569620515,0.8113614030716172,1.0231451482577614
37,ETH,SHIT,0.9530894437581116,0.018860137697242985,1.0373783827025767,0.8756491391662101
59,QTUM,TRX,0.9410266109326885,0.018568549252059974,1.4633542806082573,0.605137863207932
260,UNI,ZIL,0.9098672155395882,0.018558008793993608,0.9183418809774343,0.9014707562205864
21,BCH,NEO,0.9625776341575821,0.018405356447150023,0.6182377576727981,1.498704487523046
94,ONT,XEM,0.9348818842244417,0.01837451856264405,0.9737158292201086,0.8975967230101111
32,BNB,ETH,0.9512342297009104,0.018057696968654557,0.8676995045821193,1.0428109673641623
46,BADGER,QTUM,0.9464813900752661,0.01801570834282548,1.30737673432879,0.6852095484311395
196,GRT,ZRX,0.915030787618342,0.017719373599910826,0.9306199617743391,0.899702753735333
93,DODO,ONT,0.93576886568958,0.017316382630247235,1.3328353241621251,0.6569929188697344
184,FLM,XEM,0.9165191268994151,0.01700216539513122,1.1484906282517882,0.7314011009833926
17,SRM,WAVES,0.9635143766862938,0.016680138433132763,1.460003950639369,0.6358612616593451
100,HBAR,XTZ,0.9290896987693165,0.01544468726985948,0.8075377913039404,1.0689377979022232
110,DEFI,DENT,0.9269086968610901,0.014197348910366614,0.5605427926476075,1.5327281763068645
91,1INCH,REEF,0.9339818360696233,0.01392860396625295,0.8054224414275926,1.0830615404281683
4,DRGN,QTUM,0.9772928716650714,0.013904664652407028,0.8229363831640807,1.1606016899327314
31,VET,XLM,0.9532707163565922,0.01382933633769079,1.4680971593524925,0.6189815523270992
131,MID,SC,0.9247587657003535,0.013772612880595503,0.6778551475084431,1.2615951621566606
70,SC,ZRX,0.9371539121540725,0.013742243175718594,0.9933182196283812,0.8841652530991081
256,CHZ,ZRX,0.9046207875041036,0.013713673687230199,0.9991160767876277,0.8190627577685258
194,MID,MTL,0.9139805696253464,0.013642899697598132,0.4696329014117811,1.7787520404585457
117,DOT,HBAR,0.9278171945647108,0.013598040353807406,1.201644867556311,0.7163886517324886
150,STMX,ZRX,0.9205329361105578,0.013052669375674508,1.1933410739600474,0.7100911088665787
67,RAMP,SRM,0.9383905293116258,0.01230289768276882,0.6471545598189261,1.360690073400918
28,EGLD,SECO,0.9519076436236936,0.012191545101836176,0.862110491008766,1.051058038893531
159,DODO,NEO,0.9249003012176275,0.012181158319343854,1.0634494774803978,0.8044016996644077
53,FTT,MTL,0.9493581265861744,0.01189047745966798,0.9320155199883785,0.9670234381144734
213,AUDIO,DEFI,0.9076787714355172,0.011616551945770048,1.5063282281373847,0.5469463671496355
82,MID,XLM,0.9343264727734313,0.010653681233492307,0.94157441932587,0.9271343186556094
98,VET,ZRX,0.932055214165323,0.010616091120982163,1.1066477077204737,0.7850076552746963
171,BCH,SKL,0.922099195857962,0.010407753952350163,0.5949155866683509,1.4292228108588803
75,BAND,ONT,0.9378789092074238,0.01017562447892173,1.0792881620282737,0.8149972169462784
135,BCH,BSV,0.9293335315287571,0.010074887644037411,1.1194525474534636,0.7715028339417971
1,ALT,DEFI,0.9783610058211468,0.010022191667559258,0.900175751530961,1.0633370828790252
35,BCH,EOS,0.9571993645864365,0.009969662217986563,0.8836503782446962,1.0368700632310028
154,ADA,PROM,0.9207131243582094,0.009532249742985943,1.2398188756143633,0.6837391122516918
22,MID,XRP,0.9587510365032782,0.009432753030100827,0.6478698151458855,1.4188090392652832
29,BNT,XLM,0.9534948794996775,0.008962272429997586,0.8318223166516557,1.0929647678746188
198,BNT,BTT,0.9121736999574065,0.008943766672388165,0.5876151714454296,1.4159962154266061
172,UNI,XMR,0.9185337662905478,0.008691106629473921,1.310521128764254,0.6437929624312608
152,HOT,VET,0.9228734329264463,0.00859539777821694,1.1289020043807743,0.7544457976834016
248,DRGN,SC,0.9044119953725321,0.00842540211802234,1.1439846820150843,0.7150104981588729
168,HOT,REEF,0.9194112161314135,0.008345625949546076,1.0226010171390638,0.8266342103914512
66,HOT,ZRX,0.9374668611051492,0.008002720512705341,1.3615675690025608,0.6454649300395374
221,ONT,ZIL,0.9120263097365097,0.007503190665562043,0.8974263244256216,0.9268638182459897
222,ETC,FIL,0.9148245789274717,0.007347943944156554,0.6825900212538657,1.2260712640839626
208,DRGN,KSM,0.9358738878275699,0.006514236380301908,0.9357379076175095,0.9360098877980968
69,QTUM,SC,0.9376711145487729,0.005916925555931041,1.4085174425059181,0.6242216763002165
210,ALT,AUDIO,0.9092887110168569,0.005894437382224282,0.5041297798641242,1.6400656993632516
234,EOS,PRIV,0.914157868303377,0.005574253461309464,0.9768780891590455,0.8554645840202856
48,BNT,ZRX,0.9475093141259966,0.005515597084777224,0.6372727022993512,1.4087750771628027
81,PUNDIX,XEM,0.9368192026506504,0.005503722425938218,1.122290827831669,0.7819989228198836
113,LTC,ZRX,0.9268218483155084,0.005343877966017985,0.8412125376286596,1.0211435280511323
204,DRGN,FTT,0.9137213401380444,0.005198258289259794,0.8252542294568286,1.0116721097850965
236,BNT,GRT,0.91751164781992,0.004987071661803233,0.606761136692561,1.38741190392319
179,SHIT,ZEC,0.9127483973857583,0.004924613985592963,0.9998189634657318,0.8332604875210734
26,MTL,ORBS,0.9589142491768162,0.0048869754558822365,1.0498357060866021,0.8758670827666489
161,GRT,VET,0.9269612140708546,0.004379267558222266,0.7940171850037009,1.0821643518807567
49,LTC,VET,0.9460315356104829,0.00417139946937084,0.7231812938606148,1.2375536728719994
65,BADGER,DRGN,0.938245823264138,0.0040760645914525995,1.5390861458617626,0.5719661808661796
254,GRT,HOT,0.905361320960295,0.0032913185506167064,0.6339818097269231,1.292906371941544
205,BNT,LTC,0.9123352759510278,0.003285349598279641,0.6760621673309852,1.2311821249082482
102,HOT,LTC,0.9317855251502218,0.0032766101554395632,1.4910406424421911,0.5822941643343812
258,PROM,RAMP,0.9067193306155449,0.003173215692797715,0.6438084581819222,1.2769946310329277
173,PERP,YFII,0.9196606471703802,0.0027717273235245976,1.0948058348080896,0.7725348907206913
142,DENT,TRU,0.9212630317253204,0.002758824062606635,0.6989166440021624,1.2143444871533249
145,PROM,WAVES,0.923128473679141,0.0023648742786260835,0.6849617546684502,1.24410767916475
272,AAVE,SUSHI,0.902793445062262,0.001995086872024654,0.7990148261090857,1.0200511652785207
228,IOTA,MVDA25,0.9097774070852689,0.001948281475196545,0.8328149169984678,0.9938521915840248
253,1INCH,VET,0.9061639593677925,0.0015773900826800968,0.8594283549755799,0.9554410399694647
2,PAXG,XAUT,0.9789596803444641,0.0012001329804139094,0.9109126452784014,1.052089967910405
264,FTT,XRP,0.9070468236789657,0.0010892521160612567,1.1710730204904995,0.702547087970229
63,XMR,ZIL,0.9425663651527456,0.000989584934877108,0.6667959413852949,1.332388662821654
57,MTL,XRP,0.9406025048240869,0.0008255165926641106,1.2369935350622945,0.715228533540227
262,BNT,RSR,0.9096174376327851,0.000771733442448852,0.501288806829209,1.6505532770204732
174,ONT,PUNDIX,0.9196694705512363,0.000638507658761861,0.7995719004010109,1.057805976723043
38,FTT,ORBS,0.9499710573791195,0.0004672169290076411,1.0210446620224884,0.8838447948696352
9,BNB,SHIT,0.9686300072506309,0.00040898734641481305,0.9617082308915483,0.9756016022412133
12,FLM,ONT,0.964686710674683,0.000404818610211799,1.1606428755655736,0.8018146402689582
129,DRGN,MTL,0.9241870889018413,0.00014988671463411762,0.8194574450271257,1.0423015624253522
